Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
3058,45,2018,9,1,5,3.6,28968,6.0,0,0,1,0,14,12
3700,1,2001,1,1,5,1.8,240000,4.0,1,1,0,0,1,4
15681,56,2008,4,0,5,1.6,98000,4.0,0,0,0,0,1,12
6586,32,2011,3,1,2,1.8,122302,4.0,0,1,1,0,1,0
12544,58,2007,3,0,2,1.5,140000,4.0,0,1,1,0,0,6
30063,23,2014,4,1,1,2.0,120000,4.0,0,1,1,0,14,4
72130,45,2010,3,1,5,4.8,196800,8.0,2,0,1,0,14,8
21639,23,2015,3,0,5,1.6,17200,4.0,2,1,0,0,11,10
36692,58,2013,4,0,5,2.5,120000,4.0,2,1,1,0,14,0
30,21,2002,3,0,5,1.5,0,4.0,0,1,1,1,12,4
12231,58,2014,3,0,2,1.5,66000,4.0,3,1,1,1,12,4
3136,58,2004,9,0,5,1.5,300000,4.0,3,1,1,1,0,4
10663,58,2009,9,1,2,1.8,230000,4.0,3,1,1,0,7,6
5620,21,2013,3,1,5,1.3,110467,4.0,0,1,1,0,14,4
19130,36,2010,9,1,5,5.5,157000,4.0,0,1,1,0,7,10
9408,21,2012,3,0,2,1.3,64000,4.0,3,1,1,1,1,4
3,23,2011,9,1,5,1.8,80000,4.0,2,1,1,0,7,6
15367,61,2013,9,1,1,2.0,179200,4.0,2,1,1,0,14,16
5959,8,2011,9,1,5,5.3,246976,8.0,0,1,1,0,1,12
26594,23,2014,7,1,1,2.5,179918,4.0,0,1,1,0,12,4
36065,58,2013,9,1,2,2.5,92200,4.0,2,1,1,0,0,12
26343,28,2016,9,1,1,1.6,29000,4.0,2,1,1,0,12,8
549,35,2011,9,1,5,2.5,216550,4.0,0,1,1,0,1,12
6000,27,1993,4,0,5,4.0,240000,6.0,0,0,1,0,6,5
40142,32,2010,4,1,5,4.6,357246,8.0,0,0,1,0,7,0
14000,23,2013,9,0,5,1.8,50000,4.0,2,1,1,0,7,10
17923,8,2014,9,1,5,1.4,127842,4.0,0,1,1,0,14,4
54518,23,2017,4,1,5,1.6,40193,4.0,0,1,1,0,1,4
10349,42,2003,3,0,5,1.6,180000,4.0,1,1,1,0,12,6
8154,58,2002,3,0,5,1.3,115000,4.0,0,1,1,1,12,7
282,16,2008,4,1,2,0.4,220474,4.0,0,1,1,0,7,0
7527,61,2013,9,1,1,2.0,132310,4.0,0,1,1,0,7,12
3450,58,2017,9,1,5,2.5,60762,4.0,0,1,1,0,14,12
22063,23,2010,4,1,1,2.0,142264,4.0,0,1,1,0,14,4
2901,21,2012,9,1,2,1.5,146403,4.0,0,1,1,0,14,0
4704,58,2013,9,1,5,1.8,227371,4.0,0,1,1,0,12,12
5331,61,2002,9,1,5,2.8,175000,6.0,1,1,1,0,7,6
941,61,2012,9,1,1,2.0,203440,4.0,0,1,1,0,1,12
16900,21,2013,3,1,5,1.5,70000,4.0,0,1,1,0,2,4
18189,41,2010,4,1,5,2.5,122000,4.0,0,0,1,0,12,4
5331,35,2000,7,0,5,2.5,127000,4.0,0,1,1,0,6,4
42651,36,2017,4,1,5,2.0,44995,4.0,0,0,1,0,1,0
15524,58,2012,3,0,2,1.8,122324,4.0,0,1,1,0,11,7
17249,5,2007,9,1,5,3.0,111111,6.0,2,2,1,0,7,10
73071,32,2013,9,1,5,3.5,56000,6.0,2,2,1,0,1,12
862,16,2014,9,1,2,2.0,186048,4.0,0,1,1,0,1,0
28909,23,2017,9,1,1,1.6,98000,4.0,0,1,1,0,14,4
8467,23,2012,9,1,4,2.0,573249,4.0,0,1,1,0,1,4
50,58,2013,9,0,2,1.5,130000,4.0,0,2,1,1,13,0
14426,23,2014,9,1,4,2.0,169024,4.0,0,1,1,0,14,4
9000,61,2011,7,0,5,1.4,126000,4.0,0,1,1,1,12,6
30734,36,2014,9,1,1,3.5,200179,6.0,0,0,1,0,1,12
22580,58,2013,9,1,5,2.5,156666,4.0,0,1,1,0,1,12
862,8,2014,4,1,2,1.4,133195,4.0,0,1,1,0,1,0
7464,21,2014,3,1,2,1.3,114950,4.0,0,1,1,0,2,4
1333,16,2016,9,1,5,2.5,154850,4.0,0,1,1,0,1,12
59865,23,2019,4,1,1,1.6,13000,4.0,0,1,1,0,14,4
49237,58,2017,4,1,5,2.7,94262,4.0,0,2,1,0,14,12
68223,23,2018,10,1,1,2.5,27406,4.0,0,1,1,0,15,4
392,36,2017,9,1,5,2.0,1600,4.0,0,2,1,0,1,12
7683,41,2006,9,1,0,1.8,200000,4.0,3,1,1,0,12,2
22266,16,2013,9,1,5,1.6,85500,4.0,0,1,1,0,1,8
2430,36,2008,9,1,1,3.0,175614,6.0,0,2,1,0,1,12
282,16,2014,9,1,2,2.0,0,4.0,0,1,1,0,12,0
392,41,2015,4,1,5,1.6,85944,4.0,0,0,1,0,1,0
33556,36,2015,9,1,5,2.0,0,4.0,0,2,1,0,1,12
39161,54,2017,4,1,1,1.6,73000,4.0,0,1,1,0,14,4
16308,16,2008,6,0,1,2.2,180000,4.0,1,1,1,0,14,2
17719,58,2009,9,1,2,2.4,92000,4.0,2,1,1,0,13,8
43278,32,2011,4,1,5,4.6,160138,8.0,0,0,1,0,14,0
470,23,2012,4,1,5,3.5,197923,6.0,0,0,1,0,11,12
20385,8,2017,9,0,5,1.4,42000,4.0,2,1,2,0,1,12
941,58,2016,4,1,5,4.6,254805,8.0,0,0,1,0,14,12
49858,23,2019,4,1,1,2.0,48000,4.0,0,1,1,0,14,4
8781,41,1998,7,1,1,3.2,230000,4.0,0,0,1,1,14,4
220,36,2013,9,1,5,3.5,159250,6.0,0,2,1,0,1,12
9722,23,2015,9,1,4,2.0,582376,4.0,0,1,1,0,8,4
21326,36,2006,9,1,5,5.0,2000,8.0,0,2,1,0,7,12
51075,23,2017,4,1,1,2.0,40800,4.0,0,1,1,0,14,4
15241,23,2011,1,1,5,2.0,117492,4.0,0,1,1,0,7,4
2587,16,2015,9,1,2,2.0,88795,4.0,0,1,1,0,1,0
15524,23,2008,7,1,1,2.5,56769,4.0,0,1,1,0,12,4
27911,36,2014,9,1,5,1.8,70000,4.0,2,2,1,0,0,8
4861,58,2013,9,1,2,2.5,136861,4.0,0,1,1,0,2,12
29793,36,2005,9,1,5,3.5,263000,4.0,0,2,1,0,1,0
18208,23,2012,9,1,5,1.6,95665,4.0,0,1,1,0,7,4
549,23,2017,9,1,2,2.0,107387,4.0,0,1,1,0,12,12
30,41,2006,3,0,5,1.5,0,4.0,0,1,1,1,11,4
34497,58,2013,4,0,5,2.5,65350,4.0,2,1,1,0,14,12
6272,42,2000,2,0,5,1.8,130000,4.0,1,1,1,0,12,0
4924,8,2007,4,1,1,2.0,183923,4.0,0,1,1,0,12,4
4704,42,2000,3,0,1,2.0,11111,4.0,1,1,1,0,11,2
43576,23,2016,10,1,1,2.5,97129,4.0,0,1,1,0,12,4
7840,36,2001,9,1,0,2.0,140000,4.0,1,2,1,0,1,4
28225,58,2018,4,0,5,2.0,24000,4.0,0,1,1,0,7,8
700,42,1992,9,0,5,1.1,0,4.0,1,1,1,0,14,2
2352,35,1998,3,0,5,1.5,300000,4.0,1,1,1,0,12,2
18817,8,2017,3,1,5,1.4,29094,4.0,0,1,1,0,7,0
4861,16,2015,9,1,2,2.0,148709,4.0,0,1,1,0,11,12
13172,32,2010,4,1,2,3.5,186005,6.0,0,0,1,0,12,12
37320,36,2013,9,1,5,3.5,156800,4.0,2,0,1,0,1,12
706,16,2017,4,1,5,2.0,251430,4.0,0,1,1,0,2,12
39201,58,2015,9,1,2,2.5,35000,4.0,0,1,1,0,7,10
36426,23,2018,9,1,4,1.6,35643,4.0,0,1,1,0,14,4
8467,21,2006,3,0,5,1.8,250000,4.0,1,1,1,1,7,4
7840,36,2000,1,1,5,3.2,255000,6.0,2,2,0,0,12,4
12701,21,2015,4,1,5,2.4,117158,4.0,0,1,1,0,14,12
8154,55,2012,4,1,5,2.5,281659,4.0,0,0,1,0,2,0
46414,58,2015,9,1,2,2.5,63645,4.0,2,1,1,0,14,12
45160,36,2015,4,1,1,2.1,197338,4.0,0,0,1,0,14,12
100,5,2007,0,1,5,3.0,1123,6.0,2,0,0,0,1,12
100355,3,2016,9,1,5,3.0,35000,6.0,0,0,1,0,1,12
1176,39,2014,3,1,5,2.0,136634,4.0,0,1,1,0,12,12
12231,23,2013,1,0,5,1.8,77000,6.0,1,1,0,0,0,0
5802,58,2007,3,1,2,1.5,140000,4.0,3,1,1,0,6,12
2901,23,2018,9,1,5,2.4,45494,4.0,0,1,1,0,14,12
1882,58,2017,9,1,2,1.8,47672,4.0,0,1,1,0,14,12
22894,41,2010,9,0,5,4.0,109100,12.0,0,0,1,0,2,12
11290,21,2013,9,0,2,1.3,145000,4.0,0,1,1,1,12,8
6586,5,1997,9,0,4,1.8,270000,4.0,1,2,1,0,6,2
14426,58,2006,9,1,2,2.4,188800,4.0,3,1,1,0,7,8
36065,39,2016,4,1,5,2.4,39000,4.0,3,1,1,0,12,12
27284,58,2014,9,1,5,2.5,52000,4.0,2,1,1,0,1,12
21639,55,2016,4,0,5,2.5,34000,4.0,3,0,1,0,14,7
7840,23,2009,3,1,5,1.6,140000,4.0,0,1,1,0,12,4
7840,36,1998,9,0,0,2.0,180003,4.0,1,2,1,0,1,4
282,16,2008,4,1,2,0.4,220474,4.0,0,1,1,0,7,0
1646,36,2016,4,1,5,3.0,59099,6.0,0,0,1,0,14,0
24198,23,2013,4,1,1,2.0,124000,4.0,0,1,1,0,12,4
25365,21,2013,3,1,5,1.5,34682,4.0,0,1,1,0,7,4
1725,8,2014,9,1,5,2.5,310061,4.0,0,1,1,0,2,12
314,0,2010,9,1,5,3.5,162453,6.0,0,1,1,0,12,12
17249,58,2012,9,0,2,1.8,22400,4.0,0,1,1,0,14,8
470,36,2010,9,1,5,3.5,229904,6.0,0,0,1,0,1,12
31361,23,2014,9,1,5,2.0,62000,4.0,2,1,1,0,14,12
4704,23,2007,9,1,1,1.6,54279,4.0,0,1,1,0,12,4
12720,8,2011,9,1,5,1.8,135759,4.0,0,1,1,0,7,4
26372,23,2013,4,1,1,2.0,120534,4.0,0,1,1,0,12,4
13485,5,2003,4,1,4,3.0,189000,6.0,2,0,1,1,1,10
25591,23,2014,9,1,5,1.6,140000,4.0,0,1,1,0,14,4
6429,36,2010,9,1,5,3.0,108517,6.0,0,0,1,0,14,12
251,32,2016,4,1,5,3.5,107030,6.0,0,0,1,0,7,12
39829,32,2010,4,1,5,4.6,155821,8.0,0,0,1,0,1,0
13172,36,2011,9,1,1,5.5,325811,8.0,0,0,1,0,1,12
627,58,2019,4,1,5,2.0,24339,4.0,0,1,1,0,2,12
8097,11,2009,9,1,5,1.6,130000,4.0,0,1,1,0,1,4
12388,5,2012,4,1,1,3.0,420794,6.0,0,0,1,0,1,12
18503,23,2012,9,0,2,2.0,280480,4.0,0,1,1,0,12,9
12231,21,2010,9,0,2,1.3,150000,4.0,3,1,1,0,1,12
40,21,2002,3,0,5,1.3,135000,4.0,3,1,1,1,1,4
17054,23,2011,10,1,1,2.5,237853,4.0,0,1,1,0,12,4
5300,21,2001,10,0,5,2.0,111000,4.0,0,1,1,1,1,6
9565,23,2015,9,1,4,2.0,42000,4.0,0,1,1,0,8,4
24302,8,2015,9,1,1,2.0,60618,4.0,0,1,1,0,1,4
18817,58,2009,9,1,5,2.4,230400,4.0,0,1,1,0,12,12
1960,41,2014,9,1,5,2.5,127918,4.0,0,1,1,0,11,12
17249,23,2016,9,0,5,2.4,77000,4.0,2,1,1,0,12,10
15530,23,2016,9,1,4,2.0,280016,4.0,0,1,1,0,12,4
11290,23,2016,9,1,4,2.0,270874,4.0,0,1,1,0,12,4
24148,58,2013,3,0,2,1.8,118000,4.0,0,1,1,0,13,12
10036,23,2014,9,1,4,2.0,362868,4.0,0,1,1,0,12,4
18817,23,2015,9,0,5,1.8,85000,4.0,2,1,1,0,1,12
10349,32,2014,3,1,2,1.8,132563,4.0,0,1,1,0,11,0
549,32,2010,4,1,5,3.5,138211,6.0,0,0,1,0,1,12
9252,23,2015,9,1,4,2.0,391625,4.0,0,1,1,0,8,4
55823,23,2018,4,1,1,1.7,38577,4.0,0,1,1,0,1,4
25089,58,2013,9,1,5,2.5,132800,6.0,2,2,1,0,2,12
18669,23,2011,7,1,1,2.5,52686,4.0,0,1,1,0,12,4
941,32,2012,4,1,2,3.5,232357,6.0,0,0,1,0,1,12
15053,16,2001,6,0,1,2.4,253206,4.0,1,2,1,0,14,2
10660,21,2014,3,1,2,1.5,76525,4.0,0,1,1,0,2,4
